Date,Open,High,Low,Close,Adj Close,Volume
2011-02-01,64.529999,65.139999,62.560001,63.419998,46.878258,169952600
2011-03-01,63.689999,65.330002,62.049999,64.410004,47.610043,155291700
2011-04-01,64.870003,69.940002,64.470001,68.889999,51.311165,112344300
2011-05-01,69.239998,71.889999,68.459999,71.120003,52.972141,129381000
2011-06-01,70.580002,70.870003,67.459999,70.430000,52.458210,144358800
2011-07-01,70.080002,70.750000,63.549999,64.040001,48.046680,168592300
2011-08-01,64.220001,65.480003,60.099998,64.430000,48.339264,284855800
2011-09-01,64.379997,64.879997,59.250000,61.900002,46.814800,232660100
2011-10-01,61.590000,63.619999,58.500000,62.950001,47.608913,180767300
2011-11-01,62.110001,66.650002,61.560001,64.000000,48.403027,166212200
2011-12-01,64.269997,66.779999,63.830002,66.349998,50.589581,106578400
2012-01-01,66.860001,67.190002,64.129997,65.669998,50.071110,120704200
2012-02-01,65.989998,66.980003,62.330002,62.939999,47.989563,213830000
2012-03-01,63.049999,66.500000,62.150002,66.349998,51.004414,138520100
2012-04-01,66.260002,66.860001,64.639999,66.000000,50.735363,120469200
2012-05-01,65.919998,69.339996,65.680000,67.849998,52.157490,186868900
2012-06-01,67.019997,70.660004,66.660004,70.660004,54.742386,132167300
2012-07-01,70.339996,72.940002,68.459999,72.730003,56.346092,123402100
2012-08-01,72.790001,73.660004,71.089996,72.430000,56.113651,117388900
2012-09-01,72.550003,72.680000,69.959999,70.769997,54.827602,106262700
2012-10-01,70.699997,71.470001,68.230003,69.239998,54.043446,117614900
2012-11-01,69.250000,70.639999,67.720001,70.209999,54.800522,100168400
2012-12-01,70.320000,70.889999,67.389999,68.430000,53.411201,98276000
2013-01-01,69.180000,73.459999,68.639999,72.849998,57.301571,120185200
2013-02-01,73.080002,76.330002,70.980003,75.769997,59.598354,122822500
2013-03-01,75.550003,79.269997,75.370003,79.110001,62.670551,108962100
2013-04-01,78.760002,84.320000,78.250000,82.470001,65.332314,123909700
2013-05-01,82.360001,84.779999,80.699997,80.769997,63.985577,92016900
2013-06-01,80.669998,83.190002,78.199997,81.790001,64.793640,112685400
2013-07-01,81.959999,87.059998,80.290001,83.540001,66.643684,111819000
2013-08-01,84.040001,85.430000,78.610001,79.730003,63.604282,93237000
2013-09-01,80.480003,82.940002,78.320000,79.500000,63.420780,92056100
2013-10-01,79.379997,85.500000,78.669998,84.089996,67.560944,109417600
2013-11-01,84.150002,86.730003,83.830002,84.459999,67.858223,79017100
2013-12-01,84.430000,84.519997,79.959999,82.940002,66.636978,99693900
2014-01-01,82.930000,83.989998,79.900002,80.360001,65.004715,102347400
2014-02-01,80.349998,81.849998,77.010002,80.070000,64.770164,143431700
2014-03-01,79.169998,83.800003,79.099998,83.500000,67.544716,118964900
2014-04-01,83.070000,87.000000,81.989998,85.889999,69.969620,116138500
2014-05-01,86.000000,88.480003,84.949997,88.330002,71.957344,76849900
2014-06-01,88.120003,90.239998,86.709999,89.339996,72.780121,82689300
2014-07-01,89.120003,93.089996,88.070000,88.099998,72.306824,91149100
2014-08-01,87.709999,93.510002,87.459999,92.489998,75.909843,90996100
2014-09-01,92.620003,94.209999,90.580002,93.089996,76.402298,86888800
2014-10-01,92.669998,96.739998,89.820000,96.169998,79.493179,126693700
2014-11-01,95.940002,100.699997,95.500000,100.099998,82.741669,75409800
2014-12-01,98.559998,100.570000,92.430000,94.559998,78.162376,94377400
2015-01-01,94.930000,99.000000,92.940002,93.779999,78.026711,112245900
2015-02-01,93.860001,100.760002,93.599998,98.980003,82.353203,101093700
2015-03-01,98.980003,99.300003,92.239998,95.620003,79.557625,111295500
2015-04-01,95.160004,97.639999,93.260002,95.120003,79.671951,95859000
2015-05-01,95.160004,98.440002,94.760002,96.430000,80.769218,77534900
2015-06-01,96.589996,96.589996,92.540001,93.339996,78.181046,91637600
2015-07-01,93.800003,97.489998,93.550003,96.349998,81.297226,107155600
2015-08-01,96.190002,100.610001,76.480003,92.930000,78.411537,112929000
2015-09-01,91.120003,94.400002,90.430000,94.300003,79.567490,103747800
2015-10-01,94.199997,103.440002,92.529999,102.190002,86.893692,111126300
2015-11-01,102.139999,102.580002,97.650002,100.160004,85.167542,76117100
2015-12-01,100.110001,101.699997,96.809998,99.919998,84.963478,92375600
2016-01-01,98.559998,99.849998,93.250000,99.300003,85.027748,112024600
2016-02-01,98.529999,100.699997,96.089996,97.820000,83.760475,97366600
2016-03-01,98.500000,103.449997,97.540001,102.480003,87.750702,104782000
2016-04-01,101.970001,105.769997,100.419998,102.959999,88.791641,101317000
2016-05-01,102.739998,106.940002,100.000000,101.169998,87.247978,93222400
2016-06-01,100.559998,106.000000,100.300003,105.940002,91.361565,97386900
2016-07-01,106.230003,110.940002,105.379997,108.919998,94.635849,92254100
2016-08-01,108.720001,109.360001,106.260002,106.750000,92.750450,67339600
2016-09-01,106.459999,109.709999,104.050003,108.769997,95.173981,90670300
2016-10-01,108.769997,108.830002,105.000000,107.199997,93.800247,87403100
2016-11-01,107.139999,108.930000,100.099998,100.099998,87.587723,106251000
2016-12-01,99.889999,106.529999,98.500000,104.629997,92.228752,85980900
2017-01-01,104.940002,105.629997,101.059998,103.779999,91.479492,83320700
2017-02-01,103.610001,110.599998,102.980003,110.379997,97.297234,81771500
2017-03-01,109.599998,112.760002,108.470001,111.860001,98.601822,93121500
2017-04-01,111.949997,114.610001,111.339996,113.279999,100.539383,68474400
2017-05-01,112.930000,118.120003,111.699997,116.870003,103.725616,72360700
2017-06-01,116.800003,118.239998,114.889999,115.489998,103.204819,74528800
2017-07-01,115.550003,118.059998,112.250000,116.610001,104.205696,70464600
2017-08-01,116.690002,119.389999,114.910004,115.730003,103.419304,66929100
2017-09-01,115.379997,117.290001,110.339996,111.430000,100.273529,79755600
2017-10-01,109.910004,113.629997,106.190002,110.230003,99.193672,85595300
2017-11-01,109.760002,117.379997,109.150002,116.519997,104.853935,69167500
2017-12-01,116.500000,120.570000,115.040001,119.919998,108.662155,70079200
2018-01-01,119.930000,122.510002,116.379997,120.300003,109.006500,88470600
2018-02-01,119.919998,121.010002,107.940002,109.730003,99.428787,97278600
2018-03-01,109.209999,113.900002,105.940002,109.150002,98.903244,97486500
2018-04-01,108.620003,111.180000,100.580002,100.940002,92.139931,98237200
2018-05-01,100.360001,102.239998,95.940002,100.250000,91.510078,127114600
2018-06-01,100.540001,109.589996,99.650002,108.870003,100.292572,112788100
2018-07-01,108.699997,116.900002,107.519997,115.000000,105.939621,147328900
2018-08-01,114.419998,118.440002,110.889999,112.010002,103.185196,97858900
2018-09-01,111.820000,115.519997,110.449997,111.800003,102.991737,75015800
2018-10-01,112.150002,114.230003,104.529999,112.379997,104.382347,119829000
2018-11-01,112.000000,122.000000,109.629997,121.940002,113.262001,90370600
2018-12-01,120.480003,120.910004,105.029999,110.480003,102.617569,115113900
2019-01-01,109.150002,112.900002,106.730003,112.669998,105.482681,115732500
2019-02-01,112.949997,117.300003,111.449997,115.639999,108.263214,96885600
2019-03-01,115.860001,123.190002,114.260002,122.550003,115.662788,125322600
2019-04-01,122.589996,128.389999,120.739998,128.050003,120.853699,86628800
2019-05-01,127.849998,130.899994,124.849998,128.000000,120.806503,88149400
2019-06-01,127.860001,135.240005,127.489998,131.130005,123.760605,88686800
2019-07-01,131.990005,135.240005,126.239998,127.809998,121.510361,96373300
2019-08-01,128.960007,137.110001,123.879997,136.729996,129.990707,95177800
2019-09-01,136.350006,139.179993,134.100006,137.100006,130.342468,78024000
2019-10-01,136.929993,140.449997,133.490005,137.169998,131.310196,80470000
2019-11-01,137.550003,138.339996,131.589996,135.830002,130.027451,64684200
2019-12-01,136.649994,138.250000,134.320007,136.669998,130.831573,82358000
2020-01-01,136.869995,144.649994,133.949997,142.020004,136.905304,89890800
2020-02-01,142.770004,147.199997,128.350006,132.029999,127.275063,94688300
2020-03-01,132.000000,142.710007,101.419998,120.099998,115.774719,219268700
2020-04-01,117.269997,138.630005,115.669998,132.289993,128.386780,115320100
2020-05-01,131.119995,137.990005,128.580002,131.550003,127.668648,127005400
2020-06-01,131.600006,135.160004,126.529999,132.259995,128.357666,120003600
2020-07-01,132.529999,139.000000,131.279999,137.660004,134.635345,95675300
2020-08-01,137.110001,141.020004,134.619995,140.059998,136.982590,69196100
2020-09-01,140.250000,144.039993,129.360001,138.600006,135.554688,104373600
2020-10-01,139.440002,144.110001,131.710007,133.289993,131.298737,88547700
